Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
0,"J. Mačala, M. Koščová, V. Carach, J. Čorba, J. Čorba","Modelling of air pollution by road traffic NO<inf>x</inf> emissions from passenger cars",2015,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946733268&partnerID=40&md5=68f11ad6571ef635b68919e68de2378a","",25,"2016-12-21","Conference Paper","","","",1,4,977,984,0
0,"J.ř. Šmíd, Z. Godálová, Ľ. Piknová, P. Siekel, T. Kuchta","Semi-quantitative estimation of soya protein-based additives in meat products using real-time polymerase chain reaction",2015,"Journal of Food and Nutrition Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929147995&partnerID=40&md5=ed14a5ebfa245267288d8aa03c2aacb6","",26,"2016-12-21","Article","","","",54,2,165,170,0
0,"N. Farkašová, J. Černák, L.R. Falvello, M. Orendáč, R. Boča","Synthesis, crystal structure and magnetic properties of (acetato-κ2 O,O')bis(5,5'-dimethyl-2,2'-bipyridine-κ2 N,N')nickel(II) perchlorate monohydrate",2015,"Acta Crystallographica Section C: Structural Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926431005&doi=10.1107%2fS2053229615003952&partnerID=40&md5=8f5d9834d3a1c978f88d4e77926e39c1","",27,"2016-12-21","Article","10.1107/S2053229615003952","","",71,0,252,257,0
2,"K. Hroboňová, J. Moravčík, J. Lehotay, D.W. Armstrong","Determination of methionine enantiomers by HPLC on the cyclofructan chiral stationary phase",2015,"Analytical Methods","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930341164&doi=10.1039%2fc5ay00808e&partnerID=40&md5=fdd0df6d2a01a488eaa91a3556a4319e","",28,"2016-12-21","Article","10.1039/c5ay00808e","","",7,11,4577,4582,2
0,"M. Hostovecky, M. Misut, K. Pribilova","Web based testing in science education",2015,"Lecture Notes in Electrical Engineering","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921929449&doi=10.1007%2f978-3-319-06773-5_33&partnerID=40&md5=0ebef8aba821cb7fc3a2b590fcd3889c","",29,"2016-12-21","Article","10.1007/978-3-319-06773-5_33","","",313,0,247,254,0
7,"P. Masárová, P. Zoufalý, J. Moncol, I. Nemec, J. Pavlik, M. Gembický, Z. Trávníček, R. Boča, I. Šalitroš","Spin crossover and high spin electroneutral mononuclear iron(III) Schiff base complexes involving terminal pseudohalido ligands",2015,"New Journal of Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918784427&doi=10.1039%2fc4nj01363h&partnerID=40&md5=f107997bfc175c40445ed6b187ab3fec","",30,"2016-12-21","Article","10.1039/c4nj01363h","","",39,1,508,519,7
0,"L. Blažeková, P. Polakovičová, L. Mikušová, K. Kukurová, V. Saxa, Z. Ciesarová, E. Šturdík","Development of innovative health beneficial bread using a fermented fibre-glucan product",2015,"Czech Journal of Food Sciences","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926430553&doi=10.17221%2f42%2f2014-CJFS&partnerID=40&md5=af45c32538f376e2497e92cfe60f6a5f","",31,"2016-12-21","Article","10.17221/42/2014-CJFS","","",33,2,118,125,0
0,"J. Horilova, H. Studier, Z. Nadova, P. Miskovsky, D. Chorvat, A.M. Chorvatova","Time-resolved spectrometry of mitochondrial NAD(P)H fluorescence and its applications for evaluating the oxidative state in living cells",2015,"Methods in Molecular Biology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922287321&doi=10.1007%2f978-1-4939-2257-4_17&partnerID=40&md5=f6a43832f94c6832fa8529bf916f3803","",32,"2016-12-21","Article","10.1007/978-1-4939-2257-4_17","","",1264,0,183,193,0
0,"T. Teplicky, J. Horilova, J. Bruncko, C. Gladine, I. Lajdova, A. Mateasik, D. Chorvat, A. Marcek Chorvatova","Flavin fluorescence lifetime imaging of living peripheral blood mononuclear cells on micro and nano-structured surfaces",2015,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932087115&doi=10.1117%2f12.2076706&partnerID=40&md5=389ac2cfde7850810c16dc2bde14b8ed","",33,"2016-12-21","Conference Paper","10.1117/12.2076706","","",9329,0,0,0,0
0,"L.C. OwonoOwono, F. Ntie-Kang, M. Keita, E. Megnassan, V. Frecer, S. Miertus","Virtually Designed Triclosan-Based Inhibitors of Enoyl-Acyl Carrier Protein Reductase of Mycobacterium tuberculosis and of Plasmodium falciparum",2015,"Molecular Informatics","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929190851&doi=10.1002%2fminf.201400141&partnerID=40&md5=0d9bde2d83001961c2cf032cd10cac8f","",34,"2016-12-21","Article in Press","10.1002/minf.201400141","","",0,0,0,0,0
6,"I. Šalitroš, L. Pogány, M. Ruben, R. Boča, W. Linert","Polymorphism dependent light induced spin transition",2014,"Dalton Transactions","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908428487&doi=10.1039%2fc4dt02421d&partnerID=40&md5=72844e84785ac3c462a5f8a6f976aa08","",35,"2016-12-21","Article","10.1039/c4dt02421d","","",43,44,16584,16587,6
3,"D. Partelová, J. Uhrovčík, J. Lesný, M. Horník, P. Rajec, P. Kováč, S. Hostin","Application of positron emission tomography and 2-[18F]fluoro-2-deoxy-D-glucose for visualization and quantification of solute transport in plant tissues",2014,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912122795&doi=10.2478%2fs11696-014-0609-8&partnerID=40&md5=7c84023b62425c0b46b7f94fd1499345","",36,"2016-12-21","Article","10.2478/s11696-014-0609-8","","",68,11,1463,1473,3
4,"Z. Dürešhová, A. Šuňovská, M. Horník, M. Pipíška, M. Gubišová, J. Gubiš, S. Hostin","Rhizofiltration potential of Arundo donax for cadmium and zinc removal from contaminated wastewater",2014,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912562734&doi=10.2478%2fs11696-014-0610-2&partnerID=40&md5=395225750061d7f0a428a0cebac486f7","",37,"2016-12-21","Article","10.2478/s11696-014-0610-2","","",68,11,1452,1462,4
2,"J. Vatrál, R. Boča, W. Linert","Electrochemical investigation of the redox couple Fe(III)/Fe(II) in the presence of amino acids and neurotransmitters",2014,"Electrochimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907224948&doi=10.1016%2fj.electacta.2014.08.079&partnerID=40&md5=b491d8edee647505cb6f1ad3f99ed9dd","",38,"2016-12-21","Article","10.1016/j.electacta.2014.08.079","","",145,0,53,63,2
2,"M. Makohusová, V. Mrázová, W. Haase, R. Boča","Magnetostructural J-correlations in complexes with tetrahedro-{Cu <inf>4</inf>} core",2014,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905585322&doi=10.1016%2fj.poly.2014.07.007&partnerID=40&md5=0d8e658cbed8a7261d5c1b1e992debf3","",39,"2016-12-21","Article","10.1016/j.poly.2014.07.007","","",81,0,572,582,2
0,"M. Makohusová, V. Mrázová, W. Haase, R. Boča","Magnetostructural J-correlations in complexes with tetrahedro-{Cu <inf>4</inf>} core",2014,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905593109&doi=10.1016%2fj.poly.2014.07.007&partnerID=40&md5=24e25db25052f1f7e29c943f744816cc","",40,"2016-12-21","Article","10.1016/j.poly.2014.07.007","","",81,0,564,571,0
5,"L. Váhovská, I. Potočňák, S. Vitushkina, M. Dušek, J. Titiš, R. Boča","Low-dimensional compounds containing cyanido groups. XXVI. Crystal structure, spectroscopic and magnetic properties of Co(II) complexes with non-linear pseudohalide ligands",2014,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904657533&doi=10.1016%2fj.poly.2014.06.046&partnerID=40&md5=e02a60cd87734bdd47acdeaafd401008","",41,"2016-12-21","Article","10.1016/j.poly.2014.06.046","","",81,0,396,408,5
1,"D. Čechová, A. Martišková, Z. Padělková, L. Gal'A, L. Dlháň, D. Valigura, M. Valko, R. Boča, J. Moncol","Manganese(II) one-dimensional coordination polymers with nitrobenzoato or nitrosalicylato bridges: Syntheses, crystal structures, and magnetic properties",2014,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901607968&doi=10.1016%2fj.poly.2014.05.005&partnerID=40&md5=c574f4340d5b77522430f9c881668c6e","",42,"2016-12-21","Article","10.1016/j.poly.2014.05.005","","",79,0,129,137,1
2,"S. Öz, N. Acar, I. Svoboda, J. Titiš, R. Boča, O. Atakol","Synthesis, structure and magnetic properties of homotrinuclear Ni(II) complexes with asymmetric Schiff-base ligands",2014,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905372199&doi=10.1016%2fj.ica.2014.07.020&partnerID=40&md5=07851775de0da31be71d1db46089e090","",43,"2016-12-21","Article","10.1016/j.ica.2014.07.020","","",421,0,531,537,2
2,"C. Bonini, L. Chiummiento, N. Di Blasio, M. Funicello, P. Lupattelli, F. Tramutola, F. Berti, A. Ostric, S. Miertus, V. Frecer, D.-X. Kong","Synthesis and biological evaluation of new simple indolic non peptidic HIV Protease inhibitors: The effect of different substitution patterns Dedicated to CINMPIS on the occasion of its 20th anniversary.",2014,"Bioorganic and Medicinal Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906936204&doi=10.1016%2fj.bmc.2014.06.055&partnerID=40&md5=5332130a00e91fa1ffc39459517cce16","",44,"2016-12-21","Article","10.1016/j.bmc.2014.06.055","","",22,17,4792,4802,2
27,"C. Rajnák, J. Titiš, O. Fuhr, M. Ruben, R. Boča","Single-molecule magnetism in a pentacoordinate cobalt(II) complex supported by an antenna ligand",2014,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906218902&doi=10.1021%2fic501524a&partnerID=40&md5=ccdc3a886d0c54144d4d443cb556f332","",45,"2016-12-21","Article","10.1021/ic501524a","","",53,16,8200,8202,27
12,"V. Ranjani, S. Janeček, K.P. Chai, S. Shahir, R.N.Z.R.A. Rahman, K.-G. Chan, K.M. Goh","Protein engineering of selected residues from conserved sequence regions of a novel Anoxybacillus α-amylase",2014,"Scientific Reports","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905180510&doi=10.1038%2fsrep05850&partnerID=40&md5=9554e226d76e0a9090cd65ea00cad47a","",46,"2016-12-21","Article","10.1038/srep05850","","",4,0,0,0,12
0,"M. Babulicová, N. Faragová","The influence of winter wheat continuous cropping and fertilization on the crop yields and microbial soil diversity",2014,"Cereal Research Communications","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901434084&doi=10.1556%2fCRC.2013.0058&partnerID=40&md5=982351ab3a76026d245ba45f53ce411d","",47,"2016-12-21","Article","10.1556/CRC.2013.0058","","",42,2,326,337,0
2,"A. Bieńko, P. Kopel, R. Kizek, R. Kruszyński, D. Bieńko, J. Titiš, R. Boča","Synthesis, crystal structure and magnetic properties of trithiocyanurate or thiodiacetate polynuclear Ni(II) and Co(II) complexes",2014,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899008533&doi=10.1016%2fj.ica.2014.03.009&partnerID=40&md5=515a69999c524eb6df6858a9e309ef26","",48,"2016-12-21","Article","10.1016/j.ica.2014.03.009","","",416,0,147,156,2
2,"M. Stolárová, J. Černák, M. Tomás, I. Ara, L.R. Falvello, R. Boča, J. Titiš","O-Phenylenedioxydiacetate complexes of Gd(III) and Ce(III): Syntheses, crystal structures, and magnetic properties",2014,"Journal of Coordination Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899994584&doi=10.1080%2f00958972.2014.898756&partnerID=40&md5=dd4c9e072fa085e9ebde5c8736d867ed","",49,"2016-12-21","Article","10.1080/00958972.2014.898756","","",67,6,1046,1060,2
2,"M. Ölvecký, D. Gabriška","Motion capture as an extension of web-based simulation",2014,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897687642&doi=10.4028%2fwww.scientific.net%2fAMM.513-517.827&partnerID=40&md5=644b198ec7fb47909a4760c7d34893a4","",50,"2016-12-21","Conference Paper","10.4028/www.scientific.net/AMM.513-517.827","","",513,0,827,833,2
8,"Z. Puterová-Tokárová, V. Mrázová, J. Kožíšek, J. Valentová, B. Vranovičová, R. Boča","Magnetostructural correlation in tetracopper(II) cubanes",2014,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892701530&doi=10.1016%2fj.poly.2013.12.010&partnerID=40&md5=402b61600db7ccd72c9b74a9490b4f99","",51,"2016-12-21","Article","10.1016/j.poly.2013.12.010","","",70,0,52,58,8
52,"R. Boča, J. Miklovič, J. Titiš","Simple mononuclear cobalt(II) complex: A single-molecule magnet showing two slow relaxation processes",2014,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897673959&doi=10.1021%2fic5000638&partnerID=40&md5=a245a6050e4f10ee9ef7f8f56714e9d5","",52,"2016-12-21","Article","10.1021/ic5000638","","",53,5,2367,2369,52
0,"F. Gago, V. Horváthová, V. Ondáš, E. Šturdík","Assessment of waxy and non-waxy corn and wheat cultivars as starch substrates for ethanol fermentation",2014,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890125646&doi=10.2478%2fs11696-013-0454-1&partnerID=40&md5=03b64eaf45d45c5d91ac8cac2b7bd6c0","",53,"2016-12-21","Article","10.2478/s11696-013-0454-1","","",68,3,300,307,0
4,"O.V. Nesterova, M.V. Kirillova, M.F.C. Guedes Da Silva, R. Boča, A.J.L. Pombeiro","How to force a classical chelating ligand to a metal non-chelating bridge: The observation of a rare coordination mode of diethanolamine in the 1D complex {[Cu<inf>2</inf>(Piv)<inf>4</inf>(H<inf>3</inf>tBuDea)](Piv)}<inf>n</inf>",2014,"CrystEngComm","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891437270&doi=10.1039%2fc3ce41657g&partnerID=40&md5=15b8dfa165826f6042f05b8d227adf01","",54,"2016-12-21","Article","10.1039/c3ce41657g","","",16,5,775,783,4
8,"Z. Hajdu, M. Andrejkovič, L. Mura","Utilizing experiments designed results during error identification and improvement of business processes",2014,"Acta Polytechnica Hungarica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893186545&partnerID=40&md5=a66db56bfddd5cf30312b98906f4def7","",55,"2016-12-21","Article","","","",11,2,149,166,8
31,"S.M.T. Abtab, M.C. Majee, M. Maity, J. Titiš, R. Boča, M. Chaudhury","Tetranuclear hetero-metal [CoII<inf>2</inf>LnIII<inf>2</inf>] (Ln = Gd, Tb, Dy, Ho, La) Complexes Involving Carboxylato Bridges in a Rare μ<inf>4</inf>-η2:η2 mode: Synthesis, crystal structures, and magnetic properties",2014,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893282102&doi=10.1021%2fic401484d&partnerID=40&md5=f4cff5b741047182944e836ff50e1940","",56,"2016-12-21","Article","10.1021/ic401484d","","",53,3,1295,1306,31
0,"V. Horváthová, F. Gago, L. Cíbiková, E. Šturdík","Characterization of by-products simultaneous saccharification and fermentation of selected wheat varieties [Charakterizácia bočných produktov v procese simultánnej sacharifikácie a fermentácie vybraných pšeničných odrôd]",2014,"Chemicke Listy","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897653252&partnerID=40&md5=7df523fe7d9dfba0d4adb92751f2d4d2","",57,"2016-12-21","Article","","","",108,2,163,166,0
4,"V. Sinisi, K. Boronová, S. Colomban, L. Navarini, F. Berti, C. Forzato","Synthesis of mono-, di-, and tri-3,4-dimethoxycinnamoyl-1,5-γ- quinides",2014,"European Journal of Organic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893877737&doi=10.1002%2fejoc.201301657&partnerID=40&md5=d88ae420bc604f1cdfa035ff4111f8b7","",58,"2016-12-21","Article","10.1002/ejoc.201301657","","",2014,6,1321,1326,4
13,"L. Remenárová, M. Pipíška, E. Florková, M. Horník, M. Rozložník, J. Augustín","Zeolites from coal fly ash as efficient sorbents for cadmium ions",2014,"Clean Technologies and Environmental Policy","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921069255&doi=10.1007%2fs10098-014-0728-5&partnerID=40&md5=4b69052a957666d4cc5d8b3745314078","",59,"2016-12-21","Article","10.1007/s10098-014-0728-5","","",16,8,1551,1564,13
