Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
42,"…, J Hybenova, V Melus, S Celec, ...","Association between systemic lupus erythematosus and insertion/deletion polymorphism of the angiotensin converting enzyme (ACE) gene.",1998,"Clinical and …","europepmc.org","http://europepmc.org/abstract/med/10544843","https://scholar.google.com/scholar?cites=9346782260902194052&as_sdt=2005&sciodt=0,5&hl=en&num=20",12,"2016-11-25","","","","",0,0,0,0,42
45,"P Celec, J Hodosy, M Behuliak, R Pálffy, R Gardlík, ...","Oxidative and carbonyl stress in patients with obstructive sleep apnea treated with continuous positive airway pressure",2012,"Sleep and …","Springer","http://link.springer.com/article/10.1007/s11325-011-0510-4","https://scholar.google.com/scholar?cites=1583405277731136714&as_sdt=2005&sciodt=0,5&hl=en&num=20",13,"2016-11-25","","","","",0,0,0,0,45
41,"…, WJ Reinhart, SE Celec","The role of the payback period in the theory and application of duration to capital budgeting",1982,"Journal of Business …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1468-5957.1982.tb01012.x/abstract","https://scholar.google.com/scholar?cites=14367331419649404934&as_sdt=2005&sciodt=0,5&hl=en&num=20",14,"2016-11-25","","","","",0,0,0,0,41
38,"…, E Schmidtova, A Ficek, P Celec, ...","Polymorphisms of candidate genes in Slovak autistic patients",2010,"Psychiatric …","journals.lww.com","http://journals.lww.com/psychgenetics/Abstract/2010/08000/Polymorphisms_of_candidate_genes_in_Slovak.1.aspx","https://scholar.google.com/scholar?cites=10985557655241860642&as_sdt=2005&sciodt=0,5&hl=en&num=20",15,"2016-11-25","","","","",0,0,0,0,38
36,"…, A Nalbantsoy, G Atilla, P Celec, ...","Effects of menstrual cycle on periodontal health and gingival crevicular fluid markers",2010,"Journal of …","Am Acad Periodontology","http://www.joponline.org/doi/abs/10.1902/jop.2010.090590","https://scholar.google.com/scholar?cites=16869330871105408769&as_sdt=2005&sciodt=0,5&hl=en&num=20",16,"2016-11-25","","","","",0,0,0,0,36
34,"P Celec, J Hodosy, V Celecová, J Vodrážka, ...","Salivary thiobarbituric acid reacting substances and malondialdehyde–their relationship to reported smoking and to parodontal status described by the papillary …",2005,"Disease …","hindawi.com","http://www.hindawi.com/journals/dm/2005/693437/abs/","https://scholar.google.com/scholar?cites=7442429847547747475&as_sdt=2005&sciodt=0,5&hl=en&num=20",17,"2016-11-25","","","","",0,0,0,0,34
34,"…, J Zicha, A Barta, R Gardlik, P Celec, ...","Melatonin interactions with blood pressure and vascular function during l‐NAME‐induced hypertension",2010,"Journal of pineal …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1600-079X.2009.00732.x/full","https://scholar.google.com/scholar?cites=9804325083770063319&as_sdt=2005&sciodt=0,5&hl=en&num=20",18,"2016-11-25","","","","",0,0,0,0,34
33,"P Celec, D Ostatniková, Z Putz, ...","The circalunar cycle of salivary testosterone and the visual-spatial performance",2002,"Bratislavske lekarske listy","biomed.szm.sk","http://biomed.szm.sk/pdf/publ/Circalunar%20cycle%20of%20salivary%20testosterone%20and%20the%20visual-spatial%20performance.pdf","https://scholar.google.com/scholar?cites=11226287649415475478&as_sdt=2005&sciodt=0,5&hl=en&num=20",19,"2016-11-25","PDF","","","",0,0,0,0,33
35,"R Gardlik, M Behuliak, R Palffy, P Celec, CJ Li","Gene therapy for cancer: bacteria-mediated anti-angiogenesis therapy",2011,"Gene therapy","nature.com","http://www.nature.com/gt/journal/v18/n5/abs/gt2010176a.html","https://scholar.google.com/scholar?cites=311763799557820474&as_sdt=2005&sciodt=0,5&hl=en&num=20",20,"2016-11-25","","","","",0,0,0,0,35
30,"P Celec, P Jáni, L Smreková, A Mrlian, M Kúdela, ...","Effects of anabolic steroids and antioxidant vitamins on ethanol-induced tissue injury",2003,"Life sciences","Elsevier","http://www.sciencedirect.com/science/article/pii/S0024320503008816","https://scholar.google.com/scholar?cites=3355203950337591915&as_sdt=2005&sciodt=0,5&hl=en&num=20",21,"2016-11-25","","","","",0,0,0,0,30
32,"…, V Pelouch, K Krajcirovicova, P Celec, ...","Continuous light and L-NAME-induced left ventricular remodelling: different protection with melatonin and captopril",2010,"Journal of …","journals.lww.com","http://journals.lww.com/jhypertension/Abstract/2010/09001/Continuous_light_and_L_NAME_induced_left.3.aspx","https://scholar.google.com/scholar?cites=13790012261776957811&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,"2016-11-25","","","","",0,0,0,0,32
27,"D Ostatníková, P Celec, Z Putz, J Hodosy, F Schmidt, ...","Intelligence and salivary testosterone levels in prepubertal children",2007,"Neuropsychologia","Elsevier","http://www.sciencedirect.com/science/article/pii/S0028393206004155","https://scholar.google.com/scholar?cites=903924145927042811&as_sdt=2005&sciodt=0,5&hl=en&num=20",23,"2016-11-25","","","","",0,0,0,0,27
30,"…, L Baňasová, D Novotňáková, J Hodosy, P Celec","Salivary markers of oxidative stress in patients with oral premalignant lesions",2012,"Archives of oral …","Elsevier","http://www.sciencedirect.com/science/article/pii/S000399691200324X","https://scholar.google.com/scholar?cites=12446316165421704828&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,"2016-11-25","","","","",0,0,0,0,30
26,"P Celec, D Ostatníková, M Cagánová, ...","Endocrine and cognitive effects of short-time soybean consumption in women",2005,"Gynecologic and …","karger.com","http://www.karger.com/Article/Abstract/81895","https://scholar.google.com/scholar?cites=17216113611671652186&as_sdt=2005&sciodt=0,5&hl=en&num=20",25,"2016-11-25","","","","",0,0,0,0,26
27,"…, R Pálffy, R Gardlík, J Hodosy, L Halčák, P Celec","Variability of thiobarbituric acid reacting substances in saliva",2009,"Disease …","hindawi.com","http://www.hindawi.com/journals/dm/2009/175683/abs/","https://scholar.google.com/scholar?cites=3199878463756286758&as_sdt=2005&sciodt=0,5&hl=en&num=20",26,"2016-11-25","","","","",0,0,0,0,27
26,"R Hampl, D Ostatnikova, P Celec, Z Putz, ...","Short-term effect of soy consumption on thyroid hormone levels and correlation with phytoestrogen level in healthy subjects.",2008,"Endocrine …","europepmc.org","http://europepmc.org/abstract/med/18624607","https://scholar.google.com/scholar?cites=8079183260031615829&as_sdt=2005&sciodt=0,5&hl=en&num=20",27,"2016-11-25","","","","",0,0,0,0,26
24,"P Boor, S Casper, P Celec, ...","Renal, vascular and cardiac fibrosis in rats exposed to passive smoking and industrial dust fibre amosite",2009,"Journal of cellular …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1582-4934.2008.00518.x/full","https://scholar.google.com/scholar?cites=1751533263668531291&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,"2016-11-25","HTML","","","",0,0,0,0,24
25,"M Kacerovsky, P Celec, B Vlkova, K Skogstrand, ...","Amniotic fluid protein profiles of intraamniotic inflammatory response to Ureaplasma spp. and other bacteria",2013,"PloS one","journals.plos.org","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0060399","https://scholar.google.com/scholar?cites=6234846633606674462&as_sdt=2005&sciodt=0,5&hl=en&num=20",29,"2016-11-25","HTML","","","",0,0,0,0,25
24,"N Kamodyová, P Celec","Salivary markers of oxidative stress and antioxidant status: influence of external factors",2013,"Disease markers","hindawi.com","http://www.hindawi.com/journals/dm/2013/341302/abs/","https://scholar.google.com/scholar?cites=15782058154906262878&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,"2016-11-25","","","","",0,0,0,0,24
24,"J Durdiakova, D Ostatnikova, P Celec","Testosterone and its metabolites--modulators of brain functions.",2010,"Acta neurobiologiae …","europepmc.org","http://europepmc.org/abstract/med/22237492","https://scholar.google.com/scholar?cites=9001480671652822177&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,"2016-11-25","","","","",0,0,0,0,24
25,"M Mrázová, P Celec","A systematic review of randomized controlled trials using music therapy for children",2010,"The Journal of Alternative and …","online.liebertpub.com","http://online.liebertpub.com/doi/abs/10.1089/acm.2009.0430","https://scholar.google.com/scholar?cites=13041551022779951519&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,"2016-11-25","","","","",0,0,0,0,25
24,"R Gardlik, P Celec, M Bernadic","Targeting angiogenesis for cancer (gene) therapy",2011,"Bratisl Lek Listy","researchgate.net","https://www.researchgate.net/profile/Peter_Celec2/publication/51592160_Targeting_angiogenesis_for_cancer_(gene)_therapy._Bratisl_Lek_Listy/links/004635255b2cdf32b1000000.pdf","https://scholar.google.com/scholar?cites=2496396509148707004&as_sdt=2005&sciodt=0,5&hl=en&num=20",33,"2016-11-25","PDF","","","",0,0,0,0,24
25,"P Boor, P Celec, IV Martin, L Villa, J Hodosy, ...","The peroxisome proliferator-activated receptor-α agonist, BAY PP1, attenuates renal fibrosis in rats",2011,"Kidney …","nature.com","http://www.nature.com/ki/journal/v80/n11/abs/ki2011254a.html","https://scholar.google.com/scholar?cites=11417381963806357719&as_sdt=2005&sciodt=0,5&hl=en&num=20",34,"2016-11-25","","","","",0,0,0,0,25
23,"P Celec, R Gardlík, R Pálffy, J Hodosy, S Stuchlík, ...","The use of transformed Escherichia coli for experimental angiogenesis induced by regulated in situ production of vascular endothelial growth factor–an alternative …",2005,"Medical hypotheses","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306987704005006","https://scholar.google.com/scholar?cites=13367361624509854513&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,"2016-11-25","","","","",0,0,0,0,23
22,"P CElEC, D OSTANIKOVÁ, M Skoknova, J Hodosy, ...","Salivary sex hormones during the menstrual cycle",2009,"Endocrine …","jlc.jst.go.jp","http://jlc.jst.go.jp/DN/JALC/00333125531?from=Google","https://scholar.google.com/scholar?cites=14612815489866609178&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,"2016-11-25","","","","",0,0,0,0,22
22,"SE Celec, RH Pettway","Some observations on risk-adjusted discount rates: a comment",1979,"The Journal of Finance","JSTOR","http://www.jstor.org/stable/2327072","https://scholar.google.com/scholar?cites=6829355532965834680&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,"2016-11-25","","","","",0,0,0,0,22
22,"…, D Balakova, L Kadasi, J Turna, P Celec","Salmonella-mediated gene therapy in experimental colitis in mice",2011,"Experimental …","ebm.sagepub.com","http://ebm.sagepub.com/content/236/2/177.short","https://scholar.google.com/scholar?cites=2474175903019504382&as_sdt=2005&sciodt=0,5&hl=en&num=20",38,"2016-11-25","","","","",0,0,0,0,22
19,"P Celec, M Behuliak","The lack of non-steroid isoprenoids causes oxidative stress in patients with mevalonic aciduria",2008,"Medical hypotheses","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306987707006056","https://scholar.google.com/scholar?cites=300874869439174514&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,"2016-11-25","","","","",0,0,0,0,19
20,"…, G Repiska, P Celec, ...","Fragmentation of DNA affects the accuracy of the DNA quantitation by the commonly used methods",2013,"Biological …","biologicalproceduresonline. …","http://biologicalproceduresonline.biomedcentral.com/articles/10.1186/1480-9222-15-5","https://scholar.google.com/scholar?cites=11717288879548651484&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,"2016-11-25","HTML","","","",0,0,0,0,20
19,"P Celec, D Ostatníková, Z Putz, J Hodosy, ...","Circatrigintan cycle of salivary testosterone in human male",2003,"Biological rhythm …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1076/brhm.34.3.305.18807","https://scholar.google.com/scholar?cites=2969852889947415299&as_sdt=2005&sciodt=0,5&hl=en&num=20",41,"2016-11-25","","","","",0,0,0,0,19
20,"…, B Filová, M Malinová, D Ostatníková, P Celec","The anxiolytic effect of testosterone in the rat is mediated via the androgen receptor",2012,"Pharmacology …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0091305712001153","https://scholar.google.com/scholar?cites=7068792722464060239&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,"2016-11-25","","","","",0,0,0,0,20
19,"E Schmidtova, S Kelemenova, P Celec, ...","Polymorphisms in genes involved in testosterone metabolism in Slovak autistic boys",2010,"The …","journals.lww.com","http://journals.lww.com/theendocrinologist/Abstract/2010/09000/Polymorphisms_in_Genes_Involved_in_Testosterone.16.aspx","https://scholar.google.com/scholar?cites=255999436106550402&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,"2016-11-25","","","","",0,0,0,0,19
19,"J Hodosy, P Celec","Daytime of sampling, tooth-brushing and ascorbic acid influence salivary thiobarbituric acid reacting substances–a potential clinical marker of gingival status",2005,"Disease markers","hindawi.com","http://www.hindawi.com/journals/dm/2005/209643/abs/","https://scholar.google.com/scholar?cites=5122811843331853822&as_sdt=2005&sciodt=0,5&hl=en&num=20",44,"2016-11-25","","","","",0,0,0,0,19
18,"…, K Repová, K Krajcirovicova, P Celec, ...","Protective effect of captopril, olmesartan, melatonin and compound 21 on doxorubicin-induced nephrotoxicity in rats",2013,"Physiological …","search.proquest.com","http://search.proquest.com/openview/fa852d8592b1b5ba568d6253e2bc106f/1?pq-origsite=gscholar","https://scholar.google.com/scholar?cites=6522592962182180376&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,"2016-11-25","","","","",0,0,0,0,18
17,"V Celecová, P Celec","Salivary markers of oxidative stress and their relation to periodontal and dental status in children",2013,"Disease markers","hindawi.com","http://www.hindawi.com/journals/dm/2013/591765/abs/","https://scholar.google.com/scholar?cites=15230805255706652967&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,"2016-11-25","","","","",0,0,0,0,17
17,"P Celec","Hemojuvelin: a supposed role in iron metabolism one year after its discovery",2005,"Journal of molecular medicine","Springer","http://link.springer.com/article/10.1007/s00109-005-0668-y","https://scholar.google.com/scholar?cites=15221178675736531016&as_sdt=2005&sciodt=0,5&hl=en&num=20",47,"2016-11-25","","","","",0,0,0,0,17
17,"J Payer, Z Killinger, I Šulková, P Celec","Preferences of patients receiving bisphosphonates–How to influence the therapeutic adherence",2008,"Biomedicine & Pharmacotherapy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0753332207001357","https://scholar.google.com/scholar?cites=4915355893942536312&as_sdt=2005&sciodt=0,5&hl=en&num=20",48,"2016-11-25","","","","",0,0,0,0,17
17,"R Gardlik, R Palffy, P Celec","Recombinant probiotic therapy in experimental colitis in mice",2012,"Folia biologica","search.proquest.com","http://search.proquest.com/openview/73abda8e3b7020cdb3b446754c2ec49b/1?pq-origsite=gscholar","https://scholar.google.com/scholar?cites=4614300627317022589&as_sdt=2005&sciodt=0,5&hl=en&num=20",49,"2016-11-25","","","","",0,0,0,0,17
15,"K Šebeková, KS Klenovics, P Boor, P Celec, ...","Behaviour and hormonal status in healthy rats on a diet rich in Maillard reaction products with or without solvent extractable aroma compounds",2012,"Physiology & …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0031938411004811","https://scholar.google.com/scholar?cites=10802495022428185191&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,"2016-11-25","","","","",0,0,0,0,15
17,"KS Klenovics, P Boor, V Somoza, P Celec, V Fogliano, ...","Advanced glycation end products in infant formulas do not contribute to insulin resistance associated with their consumption",2013,"PloS one","journals.plos.org","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0053056","https://scholar.google.com/scholar?cites=84066225430217516&as_sdt=2005&sciodt=0,5&hl=en&num=20",51,"2016-11-25","HTML","","","",0,0,0,0,17
15,"…, T Sedláčková, T Szemes, P Celec, ...","Selection of the optimal manual method of cell free fetal DNA isolation from maternal plasma",2013,"Clinical Chemistry and …","degruyter.com","http://www.degruyter.com/view/j/cclm.2013.51.issue-6/cclm-2012-0418/cclm-2012-0418.xml","https://scholar.google.com/scholar?cites=8696903616954711957&as_sdt=2005&sciodt=0,5&hl=en&num=20",52,"2016-11-25","","","","",0,0,0,0,15
15,"P Celec, D Ostatníková","Saliva collection devices affect sex steroid concentrations",2012,"Clinica Chimica Acta","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009898112002264","https://scholar.google.com/scholar?cites=17718038783201403541&as_sdt=2005&sciodt=0,5&hl=en&num=20",53,"2016-11-25","","","","",0,0,0,0,15
18,"J Bábíčková, Ľ Tóthová, P Boor, P Celec","In vivo phage display—A discovery tool in molecular biomedicine",2013,"Biotechnology advances","Elsevier","http://www.sciencedirect.com/science/article/pii/S073497501300075X","https://scholar.google.com/scholar?cites=14992888923571395502&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,"2016-11-25","","","","",0,0,0,0,18
15,"SE Celec, D Voich Jr, EJ Nosari, ...","Measuring Disparity in Government Procurement: Problems with Using Census Data in Estimating Availability",2000,"Public Administration …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/0033-3352.00072/abstract","https://scholar.google.com/scholar?cites=1252983613584462354&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,"2016-11-25","","","","",0,0,0,0,15
13,"P Celec, M Behuliak","Behavioural and endocrine effects of chronic cola intake",2010,"Journal of Psychopharmacology","jop.sagepub.com","http://jop.sagepub.com/content/24/10/1569.short","https://scholar.google.com/scholar?cites=17000716457401792634&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,"2016-11-25","","","","",0,0,0,0,13
15,"B Filová, D Ostatníková, P Celec, J Hodosy","The effect of testosterone on the formation of brain structures",2013,"Cells Tissues Organs","karger.com","http://www.karger.com/Article/FullText/345567","https://scholar.google.com/scholar?cites=18242704927493179581&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,"2016-11-25","","","","",0,0,0,0,15
13,"P Celec, D Ostatníková, J Hodosy, Z Putz, ...","Increased one week soybean consumption affects spatial abilities but not sex hormone status in men",2007,"International journal of …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1080/09637480701253490","https://scholar.google.com/scholar?cites=1430788170073891789&as_sdt=2005&sciodt=0,5&hl=en&num=20",58,"2016-11-25","","","","",0,0,0,0,13
20,"…, K Krajcirovicova, J Hrenak, P Celec, ...","Melatonin reduces cardiac remodeling and improves survival in rats with isoproterenol‐induced heart failure",2014,"Journal of pineal …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/jpi.12154/full","https://scholar.google.com/scholar?cites=6079308103588772950&as_sdt=2005&sciodt=0,5&hl=en&num=20",59,"2016-11-25","","","","",0,0,0,0,20
12,"N Kamodyová, P Celec","Salivary markers of oxidative stress and Salivette collection systems",2011,"Clinical Chemistry and Laboratory Medicine","degruyter.com","http://www.degruyter.com/view/j/cclm.2011.49.issue-11/cclm.2011.677/cclm.2011.677.xml","https://scholar.google.com/scholar?cites=1350578799018200235&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,"2016-11-25","","","","",0,0,0,0,12
12,"J Payer, Z Killinger, I Šulková, P Celec","Therapeutic adherence to bisphosphonates",2007,"Biomedicine & pharmacotherapy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0753332207000224","https://scholar.google.com/scholar?cites=4033789012337204538&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,"2016-11-25","","","","",0,0,0,0,12
13,"P Celec, Y Yonemitsu","Vascular endothelial growth factor-basic science and its clinical implications",2004,"Pathophysiology","Elsevier","http://www.sciencedirect.com/science/article/pii/S0928468004000835","https://scholar.google.com/scholar?cites=7078107410562594022&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,"2016-11-25","","","","",0,0,0,0,13
15,"…, A Kebis, M Staruchová, B Vlková, P Celec, ...","Comprehensive assessment of nephrotoxicity of intravenously administered sodium-oleate-coated ultra-small superparamagnetic iron oxide (USPIO) and titanium …",2014,"…","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.3109/17435390.2012.763147","https://scholar.google.com/scholar?cites=15095907607939160967&as_sdt=2005&sciodt=0,5&hl=en&num=20",63,"2016-11-25","","","","",0,0,0,0,15
13,"P Boor, P Celec, K Klenovicsova, B Vlkova, ...","Association of biochemical parameters and RAGE gene polymorphisms in healthy infants and their mothers",2010,"Clinica Chimica …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009898110002226","https://scholar.google.com/scholar?cites=16649828572316348625&as_sdt=2005&sciodt=0,5&hl=en&num=20",64,"2016-11-25","","","","",0,0,0,0,13
11,"…, K Adamicova, P Haluska, J Celec","[CITATION][C] [Massive localized lymphedema in an extremely obese patient]",2002,"Der Chirurg; Zeitschrift fur …","europepmc.org","http://europepmc.org/abstract/med/12063926","https://scholar.google.com/scholar?cites=4515513079094260542&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,"2016-11-25","CITATION","","","",0,0,0,0,11
14,"…, H Fábryová, I Koborová, D Ostatníková, P Celec","The effects of saliva collection, handling and storage on salivary testosterone measurement",2013,"Steroids","Elsevier","http://www.sciencedirect.com/science/article/pii/S0039128X13001980","https://scholar.google.com/scholar?cites=8195687681602335505&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,"2016-11-25","","","","",0,0,0,0,14
14,"…, R Calne, B Carter, C Castano, P Celec, ...","Peer review versus editorial review and their role in innovative science",2012,"… medicine and bioethics","Springer","http://link.springer.com/article/10.1007/s11017-012-9233-1","https://scholar.google.com/scholar?cites=9588541509937869021&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,"2016-11-25","","","","",0,0,0,0,14
12,"D Ostatníková, Z Putz, P Celec, J Hodosy","May testosterone levels and their fluctuations influence cognitive performance in humans",2002,"Scripta Medica","researchgate.net","https://www.researchgate.net/profile/Daniela_Ostatnikova/publication/251550216_May_testosterone_levels_and_their_fluctuations_influence_cognitive_performance_in_humans/links/53fa4dd20cf20a45497005a9.pdf","https://scholar.google.com/scholar?cites=2497426320753981577&as_sdt=2005&sciodt=0,5&hl=en&num=20",68,"2016-11-25","PDF","","","",0,0,0,0,12
10,"L Tothova, P Celec, J Babickova, ...","Phage therapy of Cronobacter-induced urinary tract infection in mice",2011,"Medical Science …","medscimonit.com","http://www.medscimonit.com/abstract/index/idArt/881844","https://scholar.google.com/scholar?cites=16567356850658783996&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,"2016-11-25","","","","",0,0,0,0,10
13,"N Kamodyová, J Durdiaková, P Celec, ...","Prevalence and persistence of male DNA identified in mixed saliva samples after intense kissing",2013,"Forensic science …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1872497312001834","https://scholar.google.com/scholar?cites=3539663046742309282&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,"2016-11-25","","","","",0,0,0,0,13
13,"R Milcheva, P Janega, P Celec, R Russev, P Babál","Alcohol based fixatives provide excellent tissue morphology, protein immunoreactivity and RNA integrity in paraffin embedded tissue specimens",2013,"Acta histochemica","Elsevier","http://www.sciencedirect.com/science/article/pii/S0065128112001055","https://scholar.google.com/scholar?cites=5791265335190748834&as_sdt=2005&sciodt=0,5&hl=en&num=20",71,"2016-11-25","","","","",0,0,0,0,13
10,"…, A Krutošíková, J Kováč, S Celec","Synthesis and reactions of furo [3, 2-c] pyridine derivatives",1987,"Collection of …","cccc.uochb.cas.cz","http://cccc.uochb.cas.cz/52/1/0192/","https://scholar.google.com/scholar?cites=11651760688529285534&as_sdt=2005&sciodt=0,5&hl=en&num=20",72,"2016-11-25","","","","",0,0,0,0,10
